ID,Name,Review,Instagram,Netflix,Prime,Year,Director,Lead,Acting,Story,Execution,Profundity,Overall,Poster,Genre1,Genre2,Trailer
67,Raw,"The french cinema has over the years given us some realy gruesome movies. Adding to that list is the 2017 film Raw. It is about sophmore college girl who's family is a strict vegetarian but develops a tast for human flesh. Sounds blood curling, right? The story doesn't dwell much on how she deals with it, but rather showcases how it affects those around her. The imagery is highly vivid so do watch with a bit caution. There are not many twists (except the one at the end which brings everything to a circle). It feels like a comming of age movie turned into a true classy nightmare (somewhat on the lines of Stephen King's Carrie). There's not much logic to it, so you can just kickback and watch as the horror unfolds. I personally felt that the concept reaaly is marvelous but the directors could have added a bit more spice to it. Overall, a good movie to watch with friends, but make sure not it around dinner or lunch time!",0,0,0,2017,Julia Ducournau,"Garance Marillier, Ella Rumpf",2.4,2.6,2.7,1.1,2.2,raw.jpg,Thriller,International,https://www.youtube.com/watch?v=gFlXVX2af_Y
68,Gangs of Wasseypur,"Probably the finest movie of the past decade that has come out of Bollywood. With a few hints of 'The Godfather', Anurag Kashyap has created a masterpeice that Tarantino would be proud of. It is unbashed, unapologetic and brings out the bloody feud of two communities which streatches over generations with moments of poetic seriousness. He has very skillfully (perhaps the best I have ever seen) used numerous sound tracks and background scores to generate the mood and the setting. The characters have a rich depth to them and their each attribute contributes to the storyline rather than just provide a vessel for occassional relief from the film's serious tones. This is story telling at it's best. The script doesn't waste time on romantic frivolities (unless it tells something unique about the character) but at the sametime provides a healthy detour from the main storyline which in itself reveals more about the characters themselves! Fantastic story, fantastic character portrayal; this is a must watch.",1,1,1,2012,Anurag Kashyap,"Manoj Bajpayee, Nawazuddin Siddiqui",3.8,4.2,3.8,2.7,3.62,wasseypur.jpg,Bollwood,Crime,https://www.youtube.com/watch?v=j-AkWDkXcMY
69,Rush,"This movie isn't talked about much as it should be. I will admit, being an avid f1 fan myself, this review will be a bit biased but, its inclusion here is a 100 percent justified. It is the true story of the F1 legends Nikki Lauda and James Hunt and their fierce rivalry. The movie is very well written and the actors- Chris Hemsworth and Daniel Bruhl have played their part to perfection. The cinematography isawe-inspiring and combined with the best soundtrack of Hans Zimmer ever (yes, I repeat the best ever soundtrack), the movie generates the same thrill as sitting in the cockpit of a f1 car! If you liked Ford vs Ferrari, you will absoutely love this one! Even if you are a fan of f1 or not, this movie is all out entertainment. ",1,1,0,2013,Ron Howard,"Chris Hemsworth, Daniel Bruhl",3.4,3.3,3.9,3.2,3.45,rush.jpg,Drama,True Story,https://www.youtube.com/watch?v=lzNbGH1oZJc
70,Arrival,"This movie is the most believeable sci-fi movie ever! Unlike most of the movies involving aliens, this one actually makes you believe that in case such calamity ever happened, the actions dipicted in this movie would be the most probable way to deal with it. This movie combines many elements - sci-fi (of course), love and motherhood, history (mostly concerning language) and time! the arrival of alien here is mainly a prop that is used here. The visuals are stunning and the aspects that are often taken for granted when making a sci-fi movie has been kept to a minimal making it all the more real. Although it did not fare as well at the box office as it should have, I believe should be given greater recognition as this movie has shown that making a sci-fi movie need not require use of over the top tropes or wishfull thinking, but rather a unique perspective into daily matters suffics as well. The pace is great, no loitering around the curb-side stories but a gentle dip into the protagonist's personal life gives way for a marvellous climax!",1,1,0,2016,Denis Villeneuve,"Amy Adams, Jeremy Renner",2.7,3.6,3.3,3.2,3.25,arrival.jpg,Sci-Fi,Thriller,https://www.youtube.com/watch?v=tFMo3UJ4B4g&ab_channel=ParamountPictures
71,Prisoner,"Prisoner is that kind of movie which has the power to quite down a room full of casual thrill-seekers with its slow but steady buildup. Inorder to get you in the correct mood for the movie, it will start slowly and casually, catching you off gaurd. It will then turn up the heat as your heart oscillates in rythm to the calm and cool collective of Detective Loki (Jake Gyllenhaal) and the fiery temprament of Keller Dover (Hugh Jackman). The latter's daughter has gone missing and he will do whatever it takes to get her back. Although this motive seems like an overused template, Prisoners actually gives the viewer an option to choose which character to use while solving the mystery (which by the way is as good as it gets!). The climax and the journey to it is definitely worth every second. Reserve this for those late saturday night movie times. ",1,0,1,2013,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal",2.8,3.4,3,2.2,2.85,prisoners.jpg,Thriller,Crime,https://www.youtube.com/watch?v=bpXfcTF6iVk
72,Room,"Room offers a pelothra of emotions, ranging from love, happiness, integrity to thrill, struggle and freedom. It is a story about a mother and her son who had been kept into captivity for 7 long years, finaly manage to get free allowing the boy to experience the outside world for the first time. Acting by Brie Larson is spellbounding! (She won an Oscar for that). For a film which mostly takes place inside a room, it gets very difficult to keep the viewer engaging (unless the film's name is Saw!). But Room manages to attain the perfect proportion of heart warming moments and nail bitting thriller. Based on the novel by Emma Donoghue, Room is the perfect testement to a story of tough resilince and integrity. A must watch.",0,0,1,2015,Lenny Abrahamson,"Brie Larson, Jacob Tremblay",3.6,3.4,2.4,3.2,3.15,room.jpg,Thriller,Drama,https://www.youtube.com/watch?v=E_Ci-pAL4eE
73,Full Metal Jacket,"Kubrick brings us another masterpiece to us in the form of a war movie - Full Metal Jacket. Narrated more as a second person documentry than a movie, FMJ revolves around the life of Pvt. Joker who walks us through the horrors of war. The horror here is not the vivid imagery of bloodshed or anything but rather the psychological effect that a war has (as seen clearly by the turn around of Pvt. Pyle). This movie doesn't have a proper storyline as it is devoid of any motives or drives, so I wouldn't recommend this one on a blockbuster night. But if want to watch something raw and unfiltered, then this one fits the bill. Much of the movie is mainly political discussions and a black irony of the treatment that the soldiers get during their training and the one that they impose upon their enemies. Save this one for those times when you feel intellectually inspired!",1,1,0,1987,Stanley Kubrick,"Matthew Modine, Vincent D'Onofrio",3.8,2.5,3.1,3.3,3.17,full metal jacket.jpg,Drama,Meta,https://www.youtube.com/watch?v=sOpuEhyAq5U
74,Blade Runner 2049,"If anyone asks by how much CGI or use of any technology has imporved over the past decade, show him/her this movie. Probably the movie with the most stunning visuals and imagery ever in the history of cinema by quite a margin. If you are a fan of cyberpunk theme, this movie ticks all the boxes. Even if you are not, it is just impossible not to appreciate the beauty in every frame. Clearly a class apart in that category. I definitely urge you to watch its predecessor, as it will lay a more clear foundation. In terms of storyline, not one of the best sci-fi written and a personal opinion- the original Blade runner released in 1982 was a tad bit better. Nevertheless this is one of those few outliers that I would suggest to watch it for the visuals rather than for the story. Nevertheless, this should diminish the well wriiten narrative puzzle that Villeneuve has given us. ",0,0,0,2017,Denis Villeneuve,"Ryan Gosling, Harrison Ford",2.3,2.9,4.2,1.7,2.75,blade runner.jpg,Sci-Fi,Thriller,https://www.youtube.com/watch?v=dZOaI_Fn5o4&ab_channel=WarnerBros.Pictures
75,Lawrence of Arabia,"Based on the true story (still debated amongst the historians) of T.E. Lawrence, who was deployed by the East India Company during World War 1 to battle the Ottomons. The movie recollects his experiences, his personal struggle with identity and violence in the inherent wars which causes him to question his legion to the Throne. This 1962 film is appreciated for two things - one, is the magnitude of production this movie required (not at the level of Cleopetra but still pretty huge considered to the standards in 1960s) and second is thw wonderfull manner in which the director has steered this story to make it as accurate as possible (considering its validity is still up in air!) and at the same time making it hugely entertaining. If you like watching movies which have a certain sense of grandiose to it , this one should be at the top of your list",0,0,0,1962,David Lean,"Peter O'Tool, Alec Guinnes",2.4,3.3,3.4,1.3,2.6,lawrence of arabia.jpg,Action,True Story,https://www.youtube.com/watch?v=vOlRhGEhG7k
76,Captain Phillips,"Survival based movies have a really difficult job when etching themselves onto a viewer's imagination as the framework of it does not allow one to get very creative with. The protagonist gets caught up in some trouble and tries to find his/her way out. But Captain Phillips takes this a one step further with some of the most riveting performances we have seen on the screen. Tom Hanks is no stranger to acting in survival themed movies (read Cast Away) but the one that took away the podium is Barkhad Abdi who deservedly earned his Oscar nomination. The story is gripping and engaging (the true story itself is quite interesting). The film oozes realism and thus does a better job at connecting to the audience then your average survival movies where the hero is seemingly capable of everything! Overall, quite a decent watch.",0,0,0,2013,Paul Greengrass,"Tom Hanks, Barkhad Abdi",3.2,2.9,2.8,1.5,2.6,captain phillips.jpg,Thriller,True Story,https://www.youtube.com/watch?v=GEyM01dAxp8
77,The Silence of the Lambs,"Bone chilling, and a downright thriller suspence of a movie this is! Mixing horrific crimes with a psychological insight into the mind of a serial killer, this movie marks the benchmark for this niche genre. What more can be said about Anthony Hopkins, who immortalized his role as Dr. Hannibal Lecter. The psycho killer vibes that he sets off sits right up there with Jack Nicholson's Jack Torrence. But the spotlight must not only shine upon Hopkins himself as Jodie Foster gave a phenomenal performance. A damn good story with just the right number and intensity of curves and twists. There really is nothing more to say about this movie, as it always feels less! It is that good! And so, I'll keep this one short and leave it up to you guys to watch it yourself.",0,0,1,1991,Jonathan Demme,"Jodie Foster, Anthony Hopkins",4,4.1,3.4,1.8,3.3,silence of the lambs.jpg,Dark,Thriller,https://www.youtube.com/watch?v=W6Mm8Sbe__o
78,La Haine,"Probably the most relevent movie of this decade, La Haine is (in my opinion) the most complete masterpiece, the french cinema has to offer. Set in the backdrop of urban landscape, La Haine shows us the underbelly of the France, where racial tensions are high, the gap between the rich and the poor has never been more wider and where hate is so rampant,  it feels like a secondary appendage to your life. It allows us a peek into the life of three friends from different ethenic backgrounds who see the law and police as oppressors and blame them as the root cause of their anger, frustration and rage. La Haine does not offer any soutions to the problems dipicted here. Rather it shows the fructration of the characters who feel trapped by their circumstances. This black and white movie targets the perfect grey area that needs immediate answering in today's circumstances. The initial abstractness with a few comic respits all build up to a magnificent crescendo. This is a must watch.",1,0,0,1995,Mathieu Kassovitz,"Vincent Cassel, Said Taghmaoui",4.3,3.7,4.4,4,4.1,La Haine.jpg,Drama,International,https://www.youtube.com/watch?v=FKwcXt3JIaU
79,Paprika,"What more can be said about the fim from which Nolan drew his inspiration for Inception! Full of shocking and ground breaking ideas, Paprika is one of Satoshi Kon's finest works! The story revolves around a machine which enables one to enter someone else's dream goes missing and thus the chaos starts. The visuals here are both beautiful and terrifying (and to achieve this effect in an anime movie tells us scores about this movie!). If Inception was a mindbender for you, this one would almost certainly bowl you over. But nevertheless, this movie leaks fantasy into realism in an almost effortless manner. The writing should never ever be doubted in Satoshi Kon's films! This is a must watch for all anime and Nolan fans out there.",1,0,0,2006,Satoshi Kon,NA,NA,3.7,3.6,1.2,2.83,paprika.jpg,Animated,Thriller,https://www.youtube.com/watch?v=yn7U1KIGeuQ
80,Rosemary's Baby,"There is no escaping this movie! Right through the end this movie will constantly make you feel unsettled. Based on the novel by Ira Levin, the movie is infused by the elements that are so associated with Roman Polanski. Since we are talking about a movie set in the 60s, the theme may now look a bit similiar and the ending is not to everyone's liking (it was kept open ended for its less celebrated sequel). Nevertheless this movie sets the benchmark for horror films with the elements of devils and cults. Special mention to Mia Farrow for her amazing acting. Even if you have read the book, you are in for a surprise as she completely captivates you with her performance. The horror here is not the terror and shock, but is rather supplied by a mood of paranoia. Polonski manages to create something very errir out of the mundane. Concluding, if you have already watched quite a few horror movies, this one will likely feel a drab and overused. But watch it anyway. You can't find any more better novel adaptations than this!",0,0,1,1968,Roman Polanski,"Mia Farrow, John Cassavates",3.6,3.4,2.8,1.1,2.7,rosemary.jpg,Dark,Horror,https://www.youtube.com/watch?v=dBSbmNNm84Y
81,Akira,"Finally, we come to that movie which single handedly spured on the Neo-Tokyo subgenre of cyberpunk fanaticism across the world. The animations and visuals for a 1988 movie is just spectacular! The storyline is a bit dense and complex and the ending may not go down well with some of the viewers. But had you following my early reviews about cyberpunk related films, you know I can't help but have a soft spot for them! Ment to ba an animated film, it certainly ha its fair share of scary-gore and one or two brutal scenes. But it will surely put you in awe (can't garuntee whether it would be a pleseant one or not!). It has a diverse opinion amongst critiques but certainly everyone universally agrees what landmark of a movie this is. ",0,0,0,1988,Katsuhiro Otomo,NA,NA,3.1,3.3,2.2,2.8,akira.jpg,Animated,Sci-Fi,https://www.youtube.com/watch?v=ooKBenGK3R4
82,Dallas Buyers Club,"Based on the true story of a certain Texas based electrician Ron Woodroof who after getting diagnosed as HIV positive battles with the pharmacutical giants for a cure and searching for a cheaper alternative medicine for it. This film has warmth and intelligence to it. Every aspect of this film serves a definite purpose. There is an undeniable sincerity to it and at the same time shows the deteermination of one man to face the odds and during the journey undergoing a cathartic transformation. The film for which Mathew McConaugh won the Oscar for best acting (deservably) is unlike most the true story based films out there. It not only revolves around the life of the protagonist but rather it creates space and allows other side characters to tell their own side of the story. This in turn creates room for breathing which otherwise would be just singular flow of the protagonist's life. And that, seperates the regular biography based films and Oscar worthy films such as this. A truly moving piece of art!",0,1,0,2013,Jean-Marc Vallee,"Mathew McConaugh, Jared Leto",3.6,3,2.4,2.9,2.97,dallas.jpg,Drama,True Story,https://www.youtube.com/watch?v=U8utPuIFVnU
83,The Dark Knight,"This movie needs no introduction. Hell, it doesn't even actually require a review from me. Nevertheless, it just had to be included in here. The setting, the music the acting (oh the acting!), everything is just aweinspiring. Heath Ledger immortalized himself and his character for many years to come and set the bar extremely high (even moguls such as Jared Leto failed to reach that). This film acts itself out at the cross roads of poetry and old-school thriller (and that's a lot, considering this is actually a superhero movie!) The plot is amazingly intelligent and it's beauty lies in its underlying simplicity. Concuring at the modern school of literature of man versus self, is eactly what Nolan wants to convey, which Heath Ledger acted out to pure perfection. This movie lies amongst the highest rungs of the cinematic ladder (it still feels sureal that a superhero film getting such an accolade). A must watch!",0,0,1,2008,Christopher Nolan,"Christian Bale, Heath Ledger",4.2,3.8,3.4,3.2,3.7,the dark knight.jpg,Thriller,Action,https://www.youtube.com/watch?v=EXeTwQWrcwY&ab_channel=MovieclipsClassicTrailers
84,The Dark Knight Rises,"There was an option to mention this movie in The Dark Knight film review all together so as to reduce redundancy (I really hate having to have a seperate review about a sequel of a film that I already wrote about). But then again, this is Christopher Nolan we are talking about. And also to the fact that it would be completely unjust to Tom Hardy (who isn't talked much about for his acting as Bane). Making a sequel to the Dark Knight which set the the bar upto astronomical limits was tough enough. Even more difficult was the task of Tom Hardy who had to atleast match even half the mettle set by the legendary Heath Ledger. And I have to be honest here, he absolutely smashed that expectation and probably even more! Absolutely fantastic acing by him (Heath Ledger would be so proud!). The story, as we have come to expect from Nolan, was simply fabulous. Making a sequel to TDK and also ending the triology on a perfect ending would to too much asking for any director, but apparently not Nolan! Amazing story, amazing action sequence, fantastic acting (Tom Hardy once again, hats off) a complete thriller/action package!",0,0,1,2012,Christopher Nolan,"Christian Bale, Tom Hardy",4,3.9,3.6,3,3.7,the dark knight rises.jpg,Thriller,Action,https://www.youtube.com/watch?v=g8evyE9TuYk&ab_channel=WarnerBros.Pictures
85,The Big Short,"True story based movies is a very challenging endeavoure for directors. Especially those which do not involve murder mystery elements. The ones which involve heavy use of jargons to explain the plot is very difficult to mould, inorder for the viewers to understand. You can either make it interesting by employing the use of abnormal and witty characters (like The Wolf of Wall Street did) or you can go down the path of The Big Short- involving a first person narration albeit in a huglely entertaining manner! Based on events that led to the financial crisis of 2008, the director Adam McKay gives us a very simple yet a fun explaination of what transpired this downfall. He didn't shy away from using the financial jargon to deliver the story as it had been told, but at the same time also gives the explain-like-I-am-5 kind of understanding of each of those terms. Whether you are finance geek or not, this movie is bound to keep you entertained! Do give this a watch. It is definitely worth your while.",0,1,0,2015,Adam McKay,"Christian Bale, Steve Carell",2.9,3.5,3.3,2,2.95,the big short.jpg,Lighthearted,True Story,https://www.youtube.com/watch?v=vgqG3ITMv1Q&ab_channel=ParamountPictures
86,Uncut Gems,"Such a turbulant rollercoaster of a movie this is! Uncut Gems features the life of Howard Ratner, a jewish-american jeweler, who just can't get enough of gambling with other people's money, which inevidently leads to him getting into quite a pickle. The movie is so fast paced and filled with quite a few gambling jargons. But one just needs to hold on to the turbulant life of Howard Ratner to ride through the wave. However, this itself is a bit of a challenge, because Adam Sandler has showcased his character of that being a hyper-active New Yorker in a magnificant manner, one just can't help but pause the film in between, take a breather and resume again! The film's name is a revelation of how the story actually is and it feels almost poetic in sense. Simply, one of the best movie ever by Adam Sandler. A fantastic watch.",0,1,0,2019,"Benny Safdie, Josh Safdie","Adam Sandler,Julia Fox",3.7,3.6,2.7,3.3,3.35,uncut gems.png,Drama,Crime,https://www.youtube.com/watch?v=vTfJp2Ts9X8&ab_channel=A24
87,Logan,"The inclusion of this film here might perplex some of you. Was this film a box-office hit in the theaters? No. Was the story ground-breaking? No. Was the acting awe-inspiring? Yes, but not at the level that it might merit a review here. However, as a long time fan of the Wolverine, there is a bit of a bias when including it here (probably like the inclusion of The Watchmen). However, where this film stands out is how the directors managed to end the whole Wolverine Saga. What started out as a complete superhero-action film ends in a very mature and intelligent manner. In films where the protagonist holds the power of being immortal, it is really easy to show him/her off as a God-like personna, capable of pulling off awe-inspiring moments in the blink of an eye.  However, the directors showed the more humane side of Logan, finally made him more than just a weapon, and very gently, sailed him into the cold night. This transition was a refreshing breather from Marvels's regular comic-action superhero films. And this is why, Logan deserves a place in here. A beautiful ending to what was a string of generation inspiring films.",0,0,0,2017,James Mangold,"Hugh Jackman, Patrick Stewart",3.5,2.8,2.8,2.6,2.8,logan.png,Action,Drama,https://www.youtube.com/watch?v=Div0iP65aZo&ab_channel=20thCenturyStudios
88,The Matrix,"A very few number of movies are able to define a whole generation of people as good as The Matrix does! The ground shattering idea of us living in a matrix may sound completely stupid and completely possible at the same time! Nothing has invigourated the youth of the 1990s generation as much as The Matrix did! The CGI (considering it was released almost two decades ago) seems almost magical! The Wachowski brothers not only experimented with a fantastic yet risky script, but also employed a a few amazing cinematographic techniques inoder to create this sci-fi as real as it possibly was for that time. Granted, the further sequels to the film did not exactly live up to their hype, but one should not take anything away from the first Matrix film. On the flip side, this movie may not be for everyone, as it generally caters to the casset-punk genre of the sci-fi which in itself is a very niche area. Nevertheless, do give it a watch tho. If not the setting or the CGIs, the story is bound to flip you over!",0,1,1,1999,Wachowski Brothers,"Keanu Reeves, Carrie-Ann Moss",2.5,3.9,3.2,3,3.2,the matrix.png,Sci-Fi,Action,https://www.youtube.com/watch?v=vKQi3bBA1y8&ab_channel=MovieclipsClassicTrailers
89,Catch me if you can,"What do you get if you put actors like DiCaprio and Tom Hanks along with Steven Spielberg in a room for a month? A complete blockbuster film is what you get! Catch me if you can is based on the true story of Frank Abignale Jr. who is chased around the world by the FBI on accounts of forging cheques. This film doesn't shy awaying from being branded as a typical 'cat chase mouse' story. Rather it proudly embraces it as it knows, there's hardly any better competitor out there to challange it! Story (or rather the life of Frank Abignale Jr.) is extraordinary, with intense chase sequences and hilarious slip aways! It has a lighthearted undertone to it which keeps you eager and fresh for the entier 2 hours.  Overall, this is the one movie which you can watch with anyone , at any time, on all occasions. A true blockbuster!",0,1,1,2002,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks",3,3.4,2.5,1.8,2.8,catch me.jpg,Con,True Story,https://www.youtube.com/watch?v=s-7pyIxz8Qg&ab_channel=MovieclipsClassicTrailers
90,Inglorious Basterds,"A typical Tarantino film, this one. Has its share of bloodiness, but it all somehow gets negated with clever and witty dialogues or character! But take nothing away from it, as it all adds up to being a fully fledged entertainment! Tarantino in Inglorious Basterds tells the story of the fall of the Third Reich in his own way (which at times seem a bit far fetched, but probably intentionally to bring a dash of make-believe fantasy into the story-line). The plot remains relatively straight-forward, yet a few 'Tarantino-twists' and his wacky manner of cinematography makes it a lot of fun to watch! Christoph Waltz in his debut movie gives a gem of a performance! Overall, despite racking up quite a few body count in the film and if seen at a face-value has quite a few horrendous scenes, but it still manages to retain its lightheartedness to the core, thus leaving you surprisingly satisfied at the end! A brilliant watch!",0,1,0,2009,Quentin Tarantino,"Brad Pitt, Christoph Waltz",3.5,3.5,3.3,1.7,3.2,inglorious.jpg,Thriller,Action,https://www.youtube.com/watch?v=KnrRy6kSFF0&ab_channel=MovieclipsClassicTrailers
91,Wall - E,"When Pixar released Toy Story in 1999, it was a huge step towards making a full feature animated film. It defined a whole genre of films made simply for the kids and to let their imaginations run wild. When Wall - E was released, Pixar staked its claim, that animated films have the competancy to appeal to the older generation and has the power to potentially leave a solid mark in their heart. The whole setting is really quite depressing - humans being set-off into the vast darkness of the space, set into oblivion by their virtual screens while their robotic creations try charting a course back to normalancy. And that to be honest is quite a lot to take in for an animated film! However, by including the heart-warming story of Wall-E, the story-writers managed to not make this film too heavy but at the same time not let go of the underlying message. A brilliant watch, which is bound to leave your cheeks moist at the end!",1,1,0,2008,"Andrew Stanton, Alan Barillaro",NA,NA,3.4,2.7,3.6,3.3,wall_e.png,Animated,Lighthearted,https://www.youtube.com/watch?v=9pyBKj5-jVk&ab_channel=JakeSmith
92,It Follows,"Yes, yes. You probably might have raised your eyebrow reading the name of this film here. And to be honest, even I dont know why it is here! There's nothing spectacular about this film. The acting is probably not worthy of being in the same hall as that of others, whose films I've included here. The plot ending will leave quite a few hanging (but if you try looking it at the perspective of the protagonist - a teenage girl,  who see the world as a bed of roses, it would probably make more sense). The concept is actually quite unique and seeing the trailer should be enough to pique your interest. There's an underlying tone of creepiness that stays with you even after watching the movie. It certainly won't be enough to give you nightmares. But would probably site quitely in the corner of your mind like an unscratchable itch! That, is what the director wanted to accomplish rather than create the all-too-familiar horror, and dare I say he's succeceded in doing so! Maybe nowthis film's inclusion here might make more sense. Nevertheless, I leave it up to your better judgement for this one.",0,1,1,2015,David Robert Mitchell,"Maika Monroe, Keir Gilchrist",2.4,2.9,3,2.2,2.5,it follows.jpg,Thriller,Horror,https://www.youtube.com/watch?v=HkZYbOH0ujw&ab_channel=MovieclipsIndie
93,Django Unchained,"Just like its Inglorious Bastards, Django Unchained again takes a whip at some of the old and the controversial mannersism, cracks it open raw, adds a dash of bloodiness to it and Tarantino serves it red hot to you! It is a hugely entertaining piece of cinema. He has put all the aspects, that makes a movie entertaining into a cannon ball and fiires it unapologeticlly at the crowd. The story apart from its brazzen yet playful characters has strong motives to back it up. The film has redemption, it has romance, it has revenge, it has action sequences, it even has a bit of romance! As it has become a trademark of Tarantino, he has taken a simple idea and has played it out in almost fantastical yet believeable manner! If you're craving for some old hero-saves-the-day film, but are tierd of the familiar trope, this is just the one for you!",0,1,1,2012,Quentin Tarantino,"Jaime Foxx, Leonardo DiCaprio",3.6,3.5,3.5,2.3,3.3,django.jpg,Thriller,Action,https://www.youtube.com/watch?v=_iH0UBYDI4g&ab_channel=SonyPicturesEntertainment
94,Transcendence,"This movie has got to be the most anticipated movie of 2014. Boasting such a strong cast and directed by the makers of Inception and The Dark Knight (No not our beloved Nolan), it was bound to make a splash in the Hollywood. However, it crashed just as magnificantly as did the hype surrounding Keanu Reeves's Day the Earth Stood still. Mind you the story is actually pretty good and the ideas they experiment with certainly are very intriguing yet believable. However, if the quote - 'Too many cooks spoil the broth' could be sticked to one movie, this just might be it. At times, the direction seems to be everywhere, thus making it difficult for the viewer to get a grasp of what is happening. This similar technique is often employed by Nolan, but well.... he's not The Nolan for no reason! However, there also seems to be too much hate surrounding this, as the actors played their part with dedication. The plot is actually good (a bit over the top but can be excused for being a sci-fi movie) and will definitely provide enyertainment for a movie night out with friends.",0,0,0,2014,Wally Pflster,"Johnny Depp, Rebecca Hall",2.9,2.7,1.5,1.5,2.15,transcendence.jpg,Sci-Fi,Action,https://www.youtube.com/watch?v=QheoYw1BKJ4&ab_channel=Transcendence
95,The Thing,"Probably the scariest movie of the 70s-80s era after The Alien, The Thing is one of the fines horror movie out there which uses aliens as their trope rather than the usual ghosts and devils. The story although is very predictable - a group of scientists uncover an alien DNA which has the ability to morph into any physical being it comes in contact with. The director laysout all the components very clearly so there is no guessing as to how the ending would be. Nor are there any major twists and turns. But what makes this movie worth its salt, is the terrifying setting, the grotesquly created alien and the constant feel of having an imposter amongst us. All these components keeps us on the toes till the very end. A fun movie to watch with the ganag as not only is it very finely directed, but it also provides the blockbuster punch.",0,0,0,1982,John Carpenter,"Kurt Russel, Keith Davids",3.3,1.9,3.4,1.4,2.5,The Thing.png,Sci-Fi,Horror,https://www.youtube.com/watch?v=5ftmr17M-a4&ab_channel=horrorfan
96,Her,"I have to be honest here, I had to convince myself a bit to add this movie here. For me, this thing had so much potential - a person falling in love with a machine. But then again, I sway a bit towards the sci-fi side than any love stories. But putting aside any biases, this movie is visually stunning! The colour scheme is very indie and matches with the tone and the theme of the movie. The start is very predictable and one can see for miles where this might be leading. The ending however surprised me a bit (in a positive manner though) as Spike didn't break-off the movie as a love story but rather a sci-fi one. Hence it provided a little breathing room from all the mushy and heart-warming story lines that encompasses the majority of the screen time. Overall, I wished I had liked this movie a bit more. But then again, my review against these kind of movies is slightly biased, hence I leave it up to your better judgement.",0,0,1,2013,Spike Jonz,"Joaquin Pheonix, Scarlet Johansson",2.9,2.8,3.2,2.7,2.9,her.jpg,Romance,Sci-Fi,https://www.youtube.com/watch?v=ne6p6MfLBxc&ab_channel=WarnerBros.Pictures
97,Blackkklansman,"This is one of the few select movies which manages to turn a social issue based on a true story into a dark comedy without creating unwanted buzz! Blackkklansman is the story of Ron Stallworth who with his partner managed to infiltrate the KKK and subsequently plan to bring it down. The plot is failry transparent as the viewer can see the climax comming from a mile. Where this movie shines is that Spike Lee manages to keep things lighthearted even when the udnerlying issue itself is a fairly serious topic. This allows room for a breather without which it might feel as another government made film on societal issue (which no offense to their message feel fairly boring).John David Washington gives a stellar performance. The major acting acolade here I would like to give would be the antagonist - who very naturally acted out the typical fascist red neck in the US in the 70s. The ending is a bit different from what might people expect as it would leave you hanging. However, it manages to bring us back to the point where Spike reminds us that even if the film was lighthearted, the issue still is very real. ",0,1,0,2018,Spike Lee,"John David Washington, Adam Driver",3.2,2.8,2.8,3.9,3.2,blackkklansman.jpg,Lighthearted,True Story,https://www.youtube.com/watch?v=RA31KqkTp4g
98,Once upon a time in Hollywood,"You know it is going to a blockbuster all out entertainment film when you see the words - 'A film by Quenten Tarantino'. And this movie is exacatly like that. Maybe not to the level of other Tarantino works, but still pretty entertaining nonetheless! It revolves around the life of Rick Dalton - a superstar actor in the twilight of his career, and his stunt double. For most of the film, it showcases the strong ond between these two and how the activites of one affects the other, with Margot Robbie popping here and there (can't quite pin her role in the movie). It gives a deep focus into the Hollywood society and the works and at times almost feels like it is missing the 'Tarantino Punch'. That is untill the end of course that he makes comeback with a bang! Overall, it certainly does not lie in the shelves of Inglorious Basterds or Danjo Unchained, but since that bar itself is set so high, this film can be credited with a one time entertainment film and indeed does make a case for having a good time.",0,0,1,2019,Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt",3,3.1,3.3,2.7,3.1,once upon a time.jpg,Lighthearted,Drama,https://www.youtube.com/watch?v=ELeMaP8EPAA
99,In a world...,"Imagine the scene - it is a tuesday evening. All your friends are at work or have plans. You are alone at home and briefly find yourself in the sweet spot of not having anything planned for tomorrow, not having any deadlines to finish or any chores to do. Having already come off from a tirefull day at work, what do you do? Well, you sit down with a bowl of ice-cream and watch Lake Belle's In a world, is what you do! A story that won't completely blow you away and neither are the characters awe-inspiring. However that is exactly what this film aims to achieve. A nice simple plot, with light-hearted characters, set in a quiant town, with the backdrop of scene where things still haven't got that complicated as it is today! It creates a warm fuzzy feeling inside which might just teether at the edge of an overrun ruse for a few. However, for those dealing with the monday blues (heck, any blues), this movie will slow things down for you, wrap you up in its cozy arms, as the characters and the plot orchestrates a small slice of life that will leave you with a soft smile on your face. ",0,0,0,2013,Lake Belle,"Lake Bella, Demetri Martins",2.7,2.8,2.8,2.5,2.5,In a world.jpg,Lighthearted,Comedy,https://www.youtube.com/watch?v=EiCwrjV06fI
